Job ID,Job Role,Disability,Skills Required,Work Mode,Salary (INR),Workplace Accessibility,Workplace Location
1604,Marketing Manager,"Chronic Illness, Cognitive Impairment, Hearing Impairment, Mental Health Condition","SEO, Social Media Marketing, Communication",Hybrid,484969,Remote Work Possible,Hyderabad
1605,Mechanical Engineer,"Autism Spectrum Disorder, Visual Impairment","AutoCAD, SolidWorks, Design Thinking",Hybrid,1074383,Sign Language Interpreter,Bangalore
1606,Teacher,"Speech Impairment, Neurological Disorder, Hearing Impairment, Cognitive Impairment","Teaching, Curriculum Planning, Public Speaking",Hybrid,1331240,Wheelchair Access,Mumbai
1607,HR Executive,"Mental Health Condition, Physical Disability, Autism Spectrum Disorder","Communication, Leadership, Negotiation",On-site,1019008,Wheelchair Access,Jaipur
1608,Teacher,"Physical Disability, Speech Impairment","Teaching, Curriculum Planning, Public Speaking",Hybrid,1221369,Wheelchair Access,Ahmedabad
1609,HR Executive,"Speech Impairment, Physical Disability, Hearing Impairment, Cognitive Impairment","Communication, Leadership, Negotiation",On-site,614450,Remote Work Possible,Hyderabad
1610,Call Center Agent,"Physical Disability, Hearing Impairment","Communication, Problem-Solving, Customer Service",On-site,1393452,Sign Language Interpreter,Bangalore
1611,Content Writer,"Mental Health Condition, Hearing Impairment","Writing, Editing, SEO",Hybrid,1224815,Quiet Workspace,Bangalore
1612,Data Analyst,"Cognitive Impairment, Visual Impairment","Python, SQL, Excel",On-site,1192777,Quiet Workspace,Mumbai
1613,Content Writer,"Neurological Disorder, Speech Impairment, Chronic Illness","Writing, Editing, SEO",Remote,575611,Sign Language Interpreter,Mumbai
1614,Marketing Manager,"Chronic Illness, Autism Spectrum Disorder","SEO, Social Media Marketing, Communication",Remote,709187,Wheelchair Access,Ahmedabad
1615,Software Engineer,"Cognitive Impairment, Speech Impairment, Autism Spectrum Disorder, Physical Disability","Python, JavaScript, SQL",Hybrid,414428,Sign Language Interpreter,Pune
1616,Cybersecurity Analyst,"Physical Disability, Mental Health Condition, Autism Spectrum Disorder, Hearing Impairment","Networking, Security, Risk Management",Hybrid,1358309,Assistive Technology,Ahmedabad
1617,Teacher,"Speech Impairment, Physical Disability","Teaching, Curriculum Planning, Public Speaking",Remote,969526,Assistive Technology,Delhi
1618,Data Analyst,"Hearing Impairment, Speech Impairment","Python, SQL, Excel",On-site,1014721,Quiet Workspace,Jaipur
1619,Data Analyst,"Cognitive Impairment, Hearing Impairment","Python, SQL, Excel",Remote,932459,Wheelchair Access,Chennai
1620,Content Writer,"Chronic Illness, Neurological Disorder, Visual Impairment","Writing, Editing, SEO",Hybrid,1323970,Assistive Technology,Hyderabad
1621,Call Center Agent,"Autism Spectrum Disorder, Mental Health Condition, Hearing Impairment, Cognitive Impairment","Communication, Problem-Solving, Customer Service",Hybrid,1452975,Sign Language Interpreter,Chennai
1622,Data Analyst,"Speech Impairment, Physical Disability","Python, SQL, Excel",Remote,1389876,Remote Work Possible,Mumbai
1623,Cybersecurity Analyst,"Cognitive Impairment, Physical Disability","Networking, Security, Risk Management",Remote,602913,Wheelchair Access,Hyderabad
1624,Graphic Designer,"Visual Impairment, Physical Disability, Hearing Impairment","Adobe Photoshop, Illustrator, Creativity",Remote,862170,Wheelchair Access,Hyderabad
1625,Content Writer,"Hearing Impairment, Speech Impairment","Writing, Editing, SEO",On-site,637199,Remote Work Possible,Hyderabad
1626,Data Analyst,"Autism Spectrum Disorder, Neurological Disorder, Visual Impairment","Python, SQL, Excel",On-site,1205920,Sign Language Interpreter,Hyderabad
1627,HR Executive,"Speech Impairment, Physical Disability","Communication, Leadership, Negotiation",On-site,1419145,Wheelchair Access,Mumbai
1628,Marketing Manager,"Physical Disability, Chronic Illness, Cognitive Impairment","SEO, Social Media Marketing, Communication",Remote,953389,Remote Work Possible,Jaipur
1629,Teacher,"Speech Impairment, Neurological Disorder, Physical Disability","Teaching, Curriculum Planning, Public Speaking",On-site,1200358,Assistive Technology,Delhi
1630,Mechanical Engineer,"Autism Spectrum Disorder, Physical Disability, Hearing Impairment, Chronic Illness","AutoCAD, SolidWorks, Design Thinking",Hybrid,629205,Sign Language Interpreter,Pune
1631,Graphic Designer,"Physical Disability, Hearing Impairment","Adobe Photoshop, Illustrator, Creativity",On-site,757718,Wheelchair Access,Hyderabad
1632,Mechanical Engineer,"Cognitive Impairment, Speech Impairment, Mental Health Condition","AutoCAD, SolidWorks, Design Thinking",Remote,1148636,Wheelchair Access,Ahmedabad
1633,Data Analyst,"Hearing Impairment, Chronic Illness","Python, SQL, Excel",Remote,899816,Assistive Technology,Chennai
1634,Marketing Manager,"Hearing Impairment, Physical Disability, Mental Health Condition","SEO, Social Media Marketing, Communication",Hybrid,1469173,Sign Language Interpreter,Chennai
1635,Cybersecurity Analyst,"Hearing Impairment, Speech Impairment, Physical Disability","Networking, Security, Risk Management",Hybrid,1096823,Sign Language Interpreter,Chennai
1636,Mechanical Engineer,"Mental Health Condition, Neurological Disorder, Visual Impairment, Chronic Illness","AutoCAD, SolidWorks, Design Thinking",On-site,611907,Sign Language Interpreter,Bangalore
1637,HR Executive,"Mental Health Condition, Cognitive Impairment, Speech Impairment","Communication, Leadership, Negotiation",Remote,673810,Remote Work Possible,Mumbai
1638,Cybersecurity Analyst,"Hearing Impairment, Speech Impairment, Visual Impairment, Mental Health Condition","Networking, Security, Risk Management",On-site,828297,Wheelchair Access,Pune
1639,Marketing Manager,"Autism Spectrum Disorder, Chronic Illness, Cognitive Impairment, Visual Impairment","SEO, Social Media Marketing, Communication",Remote,677546,Assistive Technology,Delhi
1640,Software Engineer,"Physical Disability, Neurological Disorder, Cognitive Impairment","Python, JavaScript, SQL",Remote,629496,Wheelchair Access,Pune
1641,HR Executive,"Hearing Impairment, Physical Disability, Speech Impairment","Communication, Leadership, Negotiation",On-site,753671,Sign Language Interpreter,Chennai
1642,HR Executive,"Cognitive Impairment, Speech Impairment, Neurological Disorder, Physical Disability","Communication, Leadership, Negotiation",Remote,1403103,Quiet Workspace,Mumbai
1643,Graphic Designer,"Neurological Disorder, Autism Spectrum Disorder","Adobe Photoshop, Illustrator, Creativity",Remote,701958,Assistive Technology,Mumbai
1644,Content Writer,"Hearing Impairment, Speech Impairment","Writing, Editing, SEO",On-site,1460141,Assistive Technology,Bangalore
1645,HR Executive,"Physical Disability, Visual Impairment, Chronic Illness, Neurological Disorder","Communication, Leadership, Negotiation",Remote,1149615,Quiet Workspace,Pune
1646,Cybersecurity Analyst,"Speech Impairment, Mental Health Condition, Cognitive Impairment","Networking, Security, Risk Management",Remote,680040,Remote Work Possible,Chennai
1647,Call Center Agent,"Chronic Illness, Autism Spectrum Disorder, Mental Health Condition","Communication, Problem-Solving, Customer Service",On-site,1023815,Wheelchair Access,Jaipur
1648,Teacher,"Visual Impairment, Speech Impairment, Autism Spectrum Disorder, Hearing Impairment","Teaching, Curriculum Planning, Public Speaking",Hybrid,1243884,Sign Language Interpreter,Ahmedabad
1649,Data Analyst,"Physical Disability, Neurological Disorder, Chronic Illness","Python, SQL, Excel",Remote,1453679,Sign Language Interpreter,Hyderabad
1650,Cybersecurity Analyst,"Chronic Illness, Mental Health Condition, Cognitive Impairment","Networking, Security, Risk Management",On-site,1332244,Remote Work Possible,Jaipur
1651,Data Analyst,"Hearing Impairment, Chronic Illness, Mental Health Condition","Python, SQL, Excel",Remote,1376502,Remote Work Possible,Delhi
1652,HR Executive,"Physical Disability, Chronic Illness, Visual Impairment, Cognitive Impairment","Communication, Leadership, Negotiation",Hybrid,1103197,Wheelchair Access,Kolkata
1653,Data Analyst,"Visual Impairment, Chronic Illness","Python, SQL, Excel",Hybrid,655150,Sign Language Interpreter,Bangalore
1654,Mechanical Engineer,"Neurological Disorder, Cognitive Impairment, Autism Spectrum Disorder","AutoCAD, SolidWorks, Design Thinking",Hybrid,475158,Assistive Technology,Chennai
1655,HR Executive,"Speech Impairment, Hearing Impairment","Communication, Leadership, Negotiation",On-site,578238,Sign Language Interpreter,Bangalore
1656,Cybersecurity Analyst,"Neurological Disorder, Mental Health Condition, Chronic Illness, Hearing Impairment","Networking, Security, Risk Management",Hybrid,1036861,Wheelchair Access,Jaipur
1657,Graphic Designer,"Cognitive Impairment, Autism Spectrum Disorder","Adobe Photoshop, Illustrator, Creativity",On-site,1133894,Wheelchair Access,Kolkata
1658,Mechanical Engineer,"Speech Impairment, Chronic Illness, Visual Impairment, Mental Health Condition","AutoCAD, SolidWorks, Design Thinking",Hybrid,1075894,Assistive Technology,Chennai
1659,Teacher,"Cognitive Impairment, Speech Impairment, Mental Health Condition, Chronic Illness","Teaching, Curriculum Planning, Public Speaking",Hybrid,1464546,Remote Work Possible,Bangalore
1660,Teacher,"Hearing Impairment, Autism Spectrum Disorder","Teaching, Curriculum Planning, Public Speaking",Hybrid,1116664,Quiet Workspace,Bangalore
1661,Software Engineer,"Physical Disability, Visual Impairment, Hearing Impairment, Speech Impairment","Python, JavaScript, SQL",Remote,1114811,Assistive Technology,Jaipur
1662,Teacher,"Chronic Illness, Mental Health Condition, Visual Impairment, Speech Impairment","Teaching, Curriculum Planning, Public Speaking",On-site,995958,Quiet Workspace,Chennai
1663,Marketing Manager,"Physical Disability, Visual Impairment","SEO, Social Media Marketing, Communication",On-site,1116524,Quiet Workspace,Kolkata
1664,Mechanical Engineer,"Speech Impairment, Cognitive Impairment","AutoCAD, SolidWorks, Design Thinking",Remote,1159558,Wheelchair Access,Hyderabad
1665,Data Analyst,"Visual Impairment, Autism Spectrum Disorder, Neurological Disorder, Chronic Illness","Python, SQL, Excel",On-site,1418618,Remote Work Possible,Kolkata
1666,Content Writer,"Chronic Illness, Speech Impairment, Neurological Disorder, Cognitive Impairment","Writing, Editing, SEO",On-site,1018864,Quiet Workspace,Mumbai
1667,Teacher,"Cognitive Impairment, Chronic Illness, Visual Impairment","Teaching, Curriculum Planning, Public Speaking",Hybrid,684064,Quiet Workspace,Ahmedabad
1668,Software Engineer,"Visual Impairment, Neurological Disorder, Hearing Impairment, Mental Health Condition","Python, JavaScript, SQL",On-site,1056926,Quiet Workspace,Mumbai
1669,HR Executive,"Mental Health Condition, Neurological Disorder, Autism Spectrum Disorder","Communication, Leadership, Negotiation",On-site,1466146,Sign Language Interpreter,Kolkata
1670,Teacher,"Speech Impairment, Autism Spectrum Disorder","Teaching, Curriculum Planning, Public Speaking",Hybrid,1338788,Remote Work Possible,Chennai
1671,Graphic Designer,"Chronic Illness, Neurological Disorder, Physical Disability","Adobe Photoshop, Illustrator, Creativity",On-site,653560,Remote Work Possible,Mumbai
1672,Teacher,"Visual Impairment, Cognitive Impairment, Hearing Impairment, Neurological Disorder","Teaching, Curriculum Planning, Public Speaking",Hybrid,1333669,Wheelchair Access,Kolkata
1673,Graphic Designer,"Autism Spectrum Disorder, Visual Impairment, Chronic Illness","Adobe Photoshop, Illustrator, Creativity",Remote,689628,Sign Language Interpreter,Jaipur
1674,Call Center Agent,"Chronic Illness, Cognitive Impairment","Communication, Problem-Solving, Customer Service",Hybrid,1423342,Remote Work Possible,Kolkata
1675,Data Analyst,"Mental Health Condition, Speech Impairment, Chronic Illness","Python, SQL, Excel",On-site,406150,Quiet Workspace,Bangalore
1676,Data Analyst,"Neurological Disorder, Speech Impairment, Chronic Illness","Python, SQL, Excel",On-site,451386,Wheelchair Access,Jaipur
1677,Call Center Agent,"Physical Disability, Neurological Disorder, Hearing Impairment, Mental Health Condition","Communication, Problem-Solving, Customer Service",Remote,1253325,Remote Work Possible,Chennai
1678,Content Writer,"Hearing Impairment, Cognitive Impairment, Speech Impairment","Writing, Editing, SEO",On-site,781138,Quiet Workspace,Ahmedabad
1679,Mechanical Engineer,"Speech Impairment, Physical Disability","AutoCAD, SolidWorks, Design Thinking",Remote,1056658,Sign Language Interpreter,Bangalore
1680,Graphic Designer,"Hearing Impairment, Chronic Illness, Neurological Disorder","Adobe Photoshop, Illustrator, Creativity",Hybrid,483861,Sign Language Interpreter,Pune
1681,Cybersecurity Analyst,"Autism Spectrum Disorder, Speech Impairment, Visual Impairment, Neurological Disorder","Networking, Security, Risk Management",On-site,1224104,Remote Work Possible,Chennai
1682,Marketing Manager,"Visual Impairment, Autism Spectrum Disorder, Physical Disability","SEO, Social Media Marketing, Communication",Hybrid,772145,Remote Work Possible,Chennai
1683,HR Executive,"Chronic Illness, Mental Health Condition, Hearing Impairment","Communication, Leadership, Negotiation",Remote,1097110,Wheelchair Access,Jaipur
1684,Data Analyst,"Visual Impairment, Hearing Impairment, Cognitive Impairment, Chronic Illness","Python, SQL, Excel",On-site,827912,Sign Language Interpreter,Ahmedabad
1685,Marketing Manager,"Autism Spectrum Disorder, Chronic Illness, Mental Health Condition, Hearing Impairment","SEO, Social Media Marketing, Communication",Hybrid,620904,Sign Language Interpreter,Mumbai
1686,Teacher,"Chronic Illness, Mental Health Condition, Physical Disability, Cognitive Impairment","Teaching, Curriculum Planning, Public Speaking",On-site,1110576,Assistive Technology,Pune
1687,Call Center Agent,"Visual Impairment, Cognitive Impairment, Hearing Impairment, Physical Disability","Communication, Problem-Solving, Customer Service",Hybrid,1340344,Quiet Workspace,Pune
1688,Cybersecurity Analyst,"Autism Spectrum Disorder, Chronic Illness, Hearing Impairment, Mental Health Condition","Networking, Security, Risk Management",On-site,1473876,Assistive Technology,Kolkata
1689,Marketing Manager,"Mental Health Condition, Speech Impairment","SEO, Social Media Marketing, Communication",Hybrid,1179553,Assistive Technology,Chennai
1690,Cybersecurity Analyst,"Neurological Disorder, Cognitive Impairment","Networking, Security, Risk Management",Remote,1010893,Wheelchair Access,Pune
1691,Software Engineer,"Autism Spectrum Disorder, Chronic Illness, Neurological Disorder","Python, JavaScript, SQL",Hybrid,584169,Wheelchair Access,Pune
1692,Software Engineer,"Physical Disability, Chronic Illness","Python, JavaScript, SQL",Hybrid,1124412,Remote Work Possible,Ahmedabad
1693,Call Center Agent,"Hearing Impairment, Visual Impairment, Neurological Disorder","Communication, Problem-Solving, Customer Service",On-site,923495,Remote Work Possible,Hyderabad
1694,Mechanical Engineer,"Chronic Illness, Speech Impairment, Visual Impairment","AutoCAD, SolidWorks, Design Thinking",Remote,1166013,Assistive Technology,Jaipur
1695,Graphic Designer,"Physical Disability, Autism Spectrum Disorder, Neurological Disorder, Mental Health Condition","Adobe Photoshop, Illustrator, Creativity",Hybrid,532770,Wheelchair Access,Pune
1696,Software Engineer,"Visual Impairment, Mental Health Condition, Physical Disability, Cognitive Impairment","Python, JavaScript, SQL",On-site,887231,Assistive Technology,Delhi
1697,Mechanical Engineer,"Cognitive Impairment, Speech Impairment, Chronic Illness, Visual Impairment","AutoCAD, SolidWorks, Design Thinking",Hybrid,429853,Wheelchair Access,Pune
1698,Teacher,"Cognitive Impairment, Chronic Illness, Visual Impairment, Neurological Disorder","Teaching, Curriculum Planning, Public Speaking",Hybrid,1385369,Wheelchair Access,Bangalore
1699,Marketing Manager,"Chronic Illness, Visual Impairment, Neurological Disorder, Mental Health Condition","SEO, Social Media Marketing, Communication",On-site,969843,Wheelchair Access,Hyderabad
1700,Data Analyst,"Mental Health Condition, Neurological Disorder, Chronic Illness","Python, SQL, Excel",Remote,1349735,Assistive Technology,Delhi
1701,Data Analyst,"Mental Health Condition, Autism Spectrum Disorder, Physical Disability","Python, SQL, Excel",Remote,590744,Assistive Technology,Bangalore
1702,Marketing Manager,"Chronic Illness, Physical Disability, Mental Health Condition","SEO, Social Media Marketing, Communication",Hybrid,1448354,Quiet Workspace,Kolkata
1703,Software Engineer,"Autism Spectrum Disorder, Physical Disability, Hearing Impairment, Neurological Disorder","Python, JavaScript, SQL",Remote,477525,Assistive Technology,Ahmedabad
1704,Graphic Designer,"Autism Spectrum Disorder, Hearing Impairment, Physical Disability","Adobe Photoshop, Illustrator, Creativity",On-site,695557,Assistive Technology,Pune
1705,HR Executive,"Cognitive Impairment, Neurological Disorder, Hearing Impairment","Communication, Leadership, Negotiation",On-site,779317,Sign Language Interpreter,Kolkata
1706,Mechanical Engineer,"Autism Spectrum Disorder, Physical Disability","AutoCAD, SolidWorks, Design Thinking",Remote,1411200,Quiet Workspace,Jaipur
1707,Cybersecurity Analyst,"Neurological Disorder, Visual Impairment, Speech Impairment","Networking, Security, Risk Management",Hybrid,655378,Quiet Workspace,Jaipur
1708,Call Center Agent,"Neurological Disorder, Hearing Impairment","Communication, Problem-Solving, Customer Service",Hybrid,1226329,Wheelchair Access,Delhi
1709,Software Engineer,"Physical Disability, Speech Impairment, Neurological Disorder, Cognitive Impairment","Python, JavaScript, SQL",On-site,1210372,Wheelchair Access,Delhi
1710,Graphic Designer,"Speech Impairment, Hearing Impairment","Adobe Photoshop, Illustrator, Creativity",Hybrid,1372215,Remote Work Possible,Ahmedabad
1711,Teacher,"Mental Health Condition, Hearing Impairment, Speech Impairment, Chronic Illness","Teaching, Curriculum Planning, Public Speaking",Remote,1476490,Quiet Workspace,Delhi
1712,Cybersecurity Analyst,"Chronic Illness, Cognitive Impairment, Physical Disability, Speech Impairment","Networking, Security, Risk Management",On-site,486465,Assistive Technology,Pune
1713,Content Writer,"Chronic Illness, Hearing Impairment, Visual Impairment, Autism Spectrum Disorder","Writing, Editing, SEO",Hybrid,856754,Remote Work Possible,Mumbai
1714,Marketing Manager,"Neurological Disorder, Visual Impairment, Mental Health Condition","SEO, Social Media Marketing, Communication",Remote,791112,Assistive Technology,Bangalore
1715,Graphic Designer,"Cognitive Impairment, Hearing Impairment, Visual Impairment","Adobe Photoshop, Illustrator, Creativity",On-site,656505,Quiet Workspace,Chennai
1716,Marketing Manager,"Neurological Disorder, Chronic Illness","SEO, Social Media Marketing, Communication",Hybrid,1121591,Sign Language Interpreter,Delhi
1717,Software Engineer,"Chronic Illness, Cognitive Impairment","Python, JavaScript, SQL",Hybrid,1172850,Assistive Technology,Jaipur
1718,Call Center Agent,"Speech Impairment, Chronic Illness","Communication, Problem-Solving, Customer Service",Hybrid,991988,Remote Work Possible,Delhi
1719,Software Engineer,"Chronic Illness, Autism Spectrum Disorder, Hearing Impairment","Python, JavaScript, SQL",On-site,561924,Remote Work Possible,Ahmedabad
1720,HR Executive,"Mental Health Condition, Neurological Disorder, Visual Impairment, Autism Spectrum Disorder","Communication, Leadership, Negotiation",On-site,780457,Remote Work Possible,Jaipur
1721,Mechanical Engineer,"Speech Impairment, Autism Spectrum Disorder","AutoCAD, SolidWorks, Design Thinking",Hybrid,1332480,Quiet Workspace,Chennai
1722,Content Writer,"Cognitive Impairment, Physical Disability","Writing, Editing, SEO",Hybrid,619570,Quiet Workspace,Delhi
1723,Graphic Designer,"Speech Impairment, Hearing Impairment, Neurological Disorder","Adobe Photoshop, Illustrator, Creativity",On-site,1453020,Quiet Workspace,Delhi
1724,Call Center Agent,"Mental Health Condition, Speech Impairment, Chronic Illness, Neurological Disorder","Communication, Problem-Solving, Customer Service",On-site,594170,Wheelchair Access,Jaipur
1725,Content Writer,"Physical Disability, Speech Impairment","Writing, Editing, SEO",Hybrid,1427904,Quiet Workspace,Bangalore
1726,Software Engineer,"Autism Spectrum Disorder, Speech Impairment","Python, JavaScript, SQL",On-site,1293978,Quiet Workspace,Kolkata
1727,Teacher,"Physical Disability, Autism Spectrum Disorder, Visual Impairment","Teaching, Curriculum Planning, Public Speaking",Remote,656831,Remote Work Possible,Bangalore
1728,HR Executive,"Chronic Illness, Speech Impairment, Hearing Impairment","Communication, Leadership, Negotiation",On-site,1415784,Remote Work Possible,Hyderabad
1729,Call Center Agent,"Neurological Disorder, Cognitive Impairment, Hearing Impairment","Communication, Problem-Solving, Customer Service",On-site,1049768,Wheelchair Access,Chennai
1730,Teacher,"Autism Spectrum Disorder, Cognitive Impairment","Teaching, Curriculum Planning, Public Speaking",Hybrid,1429783,Remote Work Possible,Pune
1731,Graphic Designer,"Speech Impairment, Physical Disability","Adobe Photoshop, Illustrator, Creativity",Remote,1052231,Wheelchair Access,Kolkata
1732,Call Center Agent,"Speech Impairment, Cognitive Impairment","Communication, Problem-Solving, Customer Service",Hybrid,880980,Quiet Workspace,Kolkata
1733,Graphic Designer,"Speech Impairment, Hearing Impairment, Visual Impairment, Neurological Disorder","Adobe Photoshop, Illustrator, Creativity",Hybrid,426299,Assistive Technology,Jaipur
1734,Mechanical Engineer,"Autism Spectrum Disorder, Mental Health Condition","AutoCAD, SolidWorks, Design Thinking",Remote,865704,Assistive Technology,Kolkata
1735,Graphic Designer,"Mental Health Condition, Physical Disability, Neurological Disorder","Adobe Photoshop, Illustrator, Creativity",On-site,1263129,Assistive Technology,Bangalore
1736,Mechanical Engineer,"Speech Impairment, Neurological Disorder, Hearing Impairment","AutoCAD, SolidWorks, Design Thinking",On-site,1033281,Assistive Technology,Delhi
1737,Teacher,"Physical Disability, Hearing Impairment","Teaching, Curriculum Planning, Public Speaking",On-site,448801,Wheelchair Access,Chennai
1738,Data Analyst,"Speech Impairment, Physical Disability, Cognitive Impairment","Python, SQL, Excel",Remote,1144430,Quiet Workspace,Hyderabad
1739,Mechanical Engineer,"Cognitive Impairment, Chronic Illness, Speech Impairment","AutoCAD, SolidWorks, Design Thinking",Hybrid,1252726,Wheelchair Access,Bangalore
1740,HR Executive,"Mental Health Condition, Hearing Impairment, Speech Impairment","Communication, Leadership, Negotiation",On-site,1451690,Assistive Technology,Pune
1741,Data Analyst,"Autism Spectrum Disorder, Visual Impairment, Speech Impairment, Cognitive Impairment","Python, SQL, Excel",On-site,1438849,Remote Work Possible,Ahmedabad
1742,Software Engineer,"Cognitive Impairment, Neurological Disorder, Mental Health Condition","Python, JavaScript, SQL",On-site,703358,Remote Work Possible,Chennai
1743,Software Engineer,"Cognitive Impairment, Physical Disability, Speech Impairment, Chronic Illness","Python, JavaScript, SQL",On-site,1387088,Quiet Workspace,Bangalore
1744,Content Writer,"Visual Impairment, Neurological Disorder","Writing, Editing, SEO",Remote,738645,Wheelchair Access,Bangalore
1745,HR Executive,"Physical Disability, Mental Health Condition, Visual Impairment","Communication, Leadership, Negotiation",Remote,985176,Quiet Workspace,Jaipur
1746,Cybersecurity Analyst,"Hearing Impairment, Mental Health Condition, Physical Disability","Networking, Security, Risk Management",On-site,658831,Assistive Technology,Ahmedabad
1747,Cybersecurity Analyst,"Cognitive Impairment, Hearing Impairment","Networking, Security, Risk Management",Remote,713009,Remote Work Possible,Hyderabad
1748,Cybersecurity Analyst,"Chronic Illness, Visual Impairment, Mental Health Condition, Hearing Impairment","Networking, Security, Risk Management",Hybrid,985960,Wheelchair Access,Chennai
1749,Teacher,"Hearing Impairment, Mental Health Condition, Neurological Disorder, Speech Impairment","Teaching, Curriculum Planning, Public Speaking",Remote,862163,Quiet Workspace,Kolkata
1750,Marketing Manager,"Autism Spectrum Disorder, Chronic Illness, Neurological Disorder","SEO, Social Media Marketing, Communication",Hybrid,1056133,Wheelchair Access,Delhi
1751,Content Writer,"Hearing Impairment, Cognitive Impairment, Speech Impairment","Writing, Editing, SEO",On-site,684327,Remote Work Possible,Hyderabad
1752,Call Center Agent,"Hearing Impairment, Autism Spectrum Disorder, Chronic Illness","Communication, Problem-Solving, Customer Service",Remote,1071642,Assistive Technology,Kolkata
1753,Graphic Designer,"Chronic Illness, Hearing Impairment, Speech Impairment","Adobe Photoshop, Illustrator, Creativity",Remote,664915,Quiet Workspace,Chennai
1754,Mechanical Engineer,"Mental Health Condition, Speech Impairment, Chronic Illness","AutoCAD, SolidWorks, Design Thinking",Remote,1219103,Wheelchair Access,Delhi
1755,Mechanical Engineer,"Speech Impairment, Hearing Impairment, Chronic Illness","AutoCAD, SolidWorks, Design Thinking",On-site,665267,Sign Language Interpreter,Ahmedabad
1756,Software Engineer,"Autism Spectrum Disorder, Visual Impairment","Python, JavaScript, SQL",On-site,1093934,Quiet Workspace,Hyderabad
1757,Software Engineer,"Hearing Impairment, Physical Disability, Speech Impairment","Python, JavaScript, SQL",Hybrid,1095729,Remote Work Possible,Delhi
1758,Data Analyst,"Visual Impairment, Hearing Impairment, Autism Spectrum Disorder","Python, SQL, Excel",Hybrid,488416,Quiet Workspace,Bangalore
1759,Call Center Agent,"Cognitive Impairment, Hearing Impairment","Communication, Problem-Solving, Customer Service",Remote,708260,Sign Language Interpreter,Bangalore
1760,Marketing Manager,"Speech Impairment, Hearing Impairment, Cognitive Impairment","SEO, Social Media Marketing, Communication",On-site,1180099,Sign Language Interpreter,Bangalore
1761,Cybersecurity Analyst,"Visual Impairment, Hearing Impairment, Speech Impairment","Networking, Security, Risk Management",Hybrid,807381,Sign Language Interpreter,Delhi
1762,Mechanical Engineer,"Visual Impairment, Autism Spectrum Disorder","AutoCAD, SolidWorks, Design Thinking",Remote,522235,Quiet Workspace,Ahmedabad
1763,Software Engineer,"Cognitive Impairment, Neurological Disorder, Physical Disability","Python, JavaScript, SQL",Hybrid,1313652,Assistive Technology,Delhi
1764,Mechanical Engineer,"Mental Health Condition, Speech Impairment, Neurological Disorder","AutoCAD, SolidWorks, Design Thinking",On-site,467976,Assistive Technology,Kolkata
1765,Software Engineer,"Hearing Impairment, Speech Impairment, Neurological Disorder","Python, JavaScript, SQL",Hybrid,764346,Assistive Technology,Kolkata
1766,Cybersecurity Analyst,"Physical Disability, Mental Health Condition, Autism Spectrum Disorder","Networking, Security, Risk Management",Remote,484322,Remote Work Possible,Chennai
1767,Teacher,"Neurological Disorder, Chronic Illness","Teaching, Curriculum Planning, Public Speaking",On-site,523225,Assistive Technology,Mumbai
1768,Software Engineer,"Speech Impairment, Hearing Impairment, Autism Spectrum Disorder, Visual Impairment","Python, JavaScript, SQL",Hybrid,771018,Sign Language Interpreter,Mumbai
1769,HR Executive,"Visual Impairment, Speech Impairment, Hearing Impairment","Communication, Leadership, Negotiation",Hybrid,1431187,Remote Work Possible,Kolkata
1770,Mechanical Engineer,"Speech Impairment, Visual Impairment, Neurological Disorder","AutoCAD, SolidWorks, Design Thinking",On-site,821908,Remote Work Possible,Pune
1771,Teacher,"Chronic Illness, Speech Impairment, Visual Impairment, Physical Disability","Teaching, Curriculum Planning, Public Speaking",On-site,1239295,Quiet Workspace,Jaipur
1772,Content Writer,"Physical Disability, Neurological Disorder, Speech Impairment, Chronic Illness","Writing, Editing, SEO",Hybrid,1355129,Assistive Technology,Chennai
1773,Cybersecurity Analyst,"Autism Spectrum Disorder, Speech Impairment","Networking, Security, Risk Management",Remote,735116,Sign Language Interpreter,Bangalore
1774,Software Engineer,"Autism Spectrum Disorder, Physical Disability, Cognitive Impairment","Python, JavaScript, SQL",Remote,1433231,Sign Language Interpreter,Ahmedabad
1775,Call Center Agent,"Mental Health Condition, Autism Spectrum Disorder, Visual Impairment","Communication, Problem-Solving, Customer Service",On-site,886327,Quiet Workspace,Bangalore
1776,HR Executive,"Chronic Illness, Mental Health Condition, Neurological Disorder","Communication, Leadership, Negotiation",Remote,1075056,Wheelchair Access,Hyderabad
1777,Teacher,"Mental Health Condition, Autism Spectrum Disorder","Teaching, Curriculum Planning, Public Speaking",On-site,988305,Remote Work Possible,Pune
1778,Content Writer,"Speech Impairment, Cognitive Impairment, Mental Health Condition, Neurological Disorder","Writing, Editing, SEO",Remote,1486790,Remote Work Possible,Jaipur
1779,Marketing Manager,"Chronic Illness, Speech Impairment, Autism Spectrum Disorder","SEO, Social Media Marketing, Communication",Hybrid,915091,Sign Language Interpreter,Pune
1780,Call Center Agent,"Hearing Impairment, Speech Impairment, Cognitive Impairment","Communication, Problem-Solving, Customer Service",Remote,1023962,Sign Language Interpreter,Hyderabad
1781,HR Executive,"Mental Health Condition, Speech Impairment, Chronic Illness, Physical Disability","Communication, Leadership, Negotiation",On-site,753526,Assistive Technology,Jaipur
1782,Teacher,"Cognitive Impairment, Speech Impairment, Hearing Impairment","Teaching, Curriculum Planning, Public Speaking",On-site,1038283,Remote Work Possible,Kolkata
